id,loss
698,2331.17445055
706,2352.98568421
708,1622.42371727
712,4390.1876694
715,3928.93095821
717,1332.69233361
725,3552.78948983
729,1622.42371727
737,1804.11555836
739,6076.67367876
747,3552.78948983
753,2356.68684041
758,3552.78948983
759,2028.72867292
763,1622.42371727
773,4486.35018597
774,2909.32044171
776,1844.69461477
788,3588.61827899
790,3048.43696429
794,2028.72867292
801,4445.39140449
802,2892.43665988
805,1332.69233361
809,5780.55662623
812,1332.69233361
825,2013.62613317
828,1332.69233361
830,2605.59523636
833,1332.69233361
850,5385.25989637
852,7813.45825513
862,1622.42371727
863,1816.06172144
864,2215.45634921
865,3552.78948983
868,6315.2636214
872,1622.42371727
879,6729.36241706
880,2013.62613317
883,1332.69233361
886,1622.42371727
923,2112.70816758
924,2028.72867292
932,1332.69233361
945,6729.36241706
947,8692.06756871
948,3048.43696429
955,4516.97384393
963,4623.76275
979,1332.69233361
989,1804.11555836
994,2800.16557971
995,1797.91123994
998,1844.69461477
1000,4390.1876694
1018,2028.72867292
1019,3606.99388923
1028,2215.45634921
1034,2013.62613317
1038,2215.45634921
1040,1332.69233361
1042,1332.69233361
1057,6456.47966071
1058,2681.23729508
1063,1622.42371727
1066,2909.32044171
1071,4345.66758974
1073,4435.27459854
1074,3761.55239316
1077,3534.81970998
1080,6630.59347594
1088,2013.62613317
1096,1332.69233361
1097,9240.68614379
1105,6987.36558442
1115,1332.69233361
1116,2892.43665988
1122,2681.23729508
1130,5385.25989637
1133,1332.69233361
1137,2918.41630733
1140,2605.59523636
1143,7535.90637782
1149,7680.85638462
1150,1332.69233361
1153,1332.69233361
1157,1622.42371727
1180,1332.69233361
1183,1332.69233361
1188,1844.69461477
1193,1332.69233361
1200,1332.69233361
1209,5264.15915385
1214,3057.38978408
1219,2112.70816758
1223,7535.90637782
1227,1332.69233361
1228,2112.70816758
1229,3606.99388923
1233,1844.69461477
1238,2909.32044171
1239,1622.42371727
1241,3552.78948983
1243,2028.72867292
1244,1622.42371727
1245,4445.39140449
1277,3763.25788321
1279,1654.388
1292,8905.61066372
1293,1622.42371727
1299,8485.25945946
1304,3588.61827899
1313,3947.52944444
1328,2918.41630733
1330,1844.69461477
1334,2028.72867292
1335,1622.42371727
1336,3814.55422886
1341,1332.69233361
1344,1622.42371727
1351,1332.69233361
1352,2889.40904348
1354,2314.52166863
1368,4154.65397849
1373,2013.62613317
1375,1332.69233361
1381,2314.52166863
1384,1622.42371727
1385,3928.93095821
1388,6043.92536023
1401,4556.42194373
1402,2028.72867292
1404,1332.69233361
1406,2028.72867292
1409,1332.69233361
1422,1622.42371727
1429,3763.25788321
1433,5089.14156177
1438,1332.69233361
1444,2013.62613317
1446,1622.42371727
1450,2013.62613317
1451,1332.69233361
1454,1622.42371727
1458,3631.31886667
1461,2028.72867292
1464,5089.14156177
1465,2028.72867292
1478,1622.42371727
1479,1804.11555836
1480,5853.19273713
1484,2013.62613317
1486,1332.69233361
1488,1332.69233361
1489,3552.78948983
1491,2013.62613317
1507,2314.52166863
1515,3534.81970998
1519,2681.23729508
1528,3534.81970998
1529,1622.42371727
1530,3552.78948983
1532,1859.74343564
1541,1622.42371727
1542,2918.41630733
1547,1332.69233361
1549,1332.69233361
1553,2909.32044171
1554,2028.72867292
1555,2028.72867292
1559,2028.72867292
1565,2352.98568421
1568,1332.69233361
1576,4345.66758974
1579,1332.69233361
1592,2028.72867292
1596,3534.81970998
1605,1332.69233361
1607,2028.72867292
1612,2212.840859
1617,3125.24705882
1619,2881.78764151
1620,6729.36241706
1624,1622.42371727
1627,1622.42371727
1633,1332.69233361
1636,1417.77944606
1639,1622.42371727
1640,3125.24705882
1644,1804.11555836
1646,2028.72867292
1647,2918.41630733
1654,1332.69233361
1655,3534.81970998
1664,6187.7892219
1665,2356.68684041
1667,5234.01758865
1669,1622.42371727
1678,2028.72867292
1682,2909.32044171
1689,1804.11555836
1690,3057.38978408
1693,6187.7892219
1695,1332.69233361
1705,3196.08166201
1706,2605.59523636
1708,2352.98568421
1716,2237.99612805
1720,9240.68614379
1722,2356.68684041
1749,6315.2636214
1750,2918.41630733
1751,6043.92536023
1760,1622.42371727
1763,3028.58147321
1770,2909.32044171
1777,2028.72867292
1785,3534.81970998
1791,2028.72867292
1794,4390.1876694
1800,2028.72867292
1816,1332.69233361
1817,1622.42371727
1821,3534.81970998
1836,1332.69233361
1838,2028.72867292
1851,1622.42371727
1852,4390.1876694
1854,2605.59523636
1856,1332.69233361
1865,1332.69233361
1872,1332.69233361
1878,1332.69233361
1880,1332.69233361
1881,2314.52166863
1882,2314.52166863
1886,1332.69233361
1892,2028.72867292
1894,2129.2463964
1898,2918.41630733
1899,4516.97384393
1902,1859.74343564
1903,5089.14156177
1906,2620.73391304
1910,3942.824
1911,2314.52166863
1914,3552.78948983
1929,3552.78948983
1932,1622.42371727
1952,1622.42371727
1959,1332.69233361
1960,1622.42371727
1976,4445.39140449
1980,3552.78948983
1981,2314.52166863
1987,1804.11555836
1994,2013.62613317
2000,2314.52166863
2008,2824.39514778
2011,3606.99388923
2012,5674.97977186
2019,1622.42371727
2022,3763.25788321
2024,7233.10830189
2028,2028.72867292
2030,3928.93095821
2031,7813.45825513
2047,2356.68684041
2049,1332.69233361
2050,1816.06172144
2051,4445.39140449
2056,1622.42371727
2057,2028.72867292
2059,2824.39514778
2069,3552.78948983
2085,2824.39514778
2089,1332.69233361
2090,1622.42371727
2101,2212.840859
2114,1332.69233361
2115,1622.42371727
2118,1332.69233361
2119,2681.23729508
2125,1622.42371727
2128,3552.78948983
2129,2918.41630733
2132,1804.11555836
2133,3606.99388923
2135,1622.42371727
2136,2013.62613317
2143,1622.42371727
2144,1332.69233361
2145,3196.08166201
2152,3138.03264706
2160,2028.72867292
2166,2028.72867292
2169,1332.69233361
2170,2920.68983806
2172,1622.42371727
2181,2918.41630733
2183,2013.62613317
2185,4516.97384393
2188,2605.59523636
2189,2112.70816758
2194,3928.93095821
2202,2028.72867292
2208,3552.78948983
2227,2356.68684041
2230,8692.06756871
2235,3048.43696429
2236,1804.11555836
2244,7813.45825513
2248,1816.06172144
2252,2356.68684041
2254,2112.70816758
2260,6315.2636214
2263,2028.72867292
2274,2013.62613317
2277,1332.69233361
2279,6456.47966071
2280,10337.4685
2283,3467.98109687
2284,1332.69233361
2288,6729.36241706
2292,1999.70234043
2295,4748.80205674
2296,2314.52166863
2299,2681.23729508
2315,3929.92137255
2318,2212.840859
2329,9664.1190184
2337,1622.42371727
2340,2028.72867292
2342,2028.72867292
2347,7535.90637782
2349,4445.39140449
2354,1804.11555836
2361,3635.5390604
2370,1332.69233361
2378,3928.93095821
2382,4770.9190106
2387,2112.70816758
2389,1804.11555836
2394,1332.69233361
2396,2013.62613317
2400,3606.99388923
2407,2918.41630733
2414,1622.42371727
2415,2028.72867292
2421,2028.72867292
2427,1804.11555836
2428,2620.73391304
2430,2892.43665988
2435,2909.32044171
2445,4516.97384393
2446,1622.42371727
2447,1622.42371727
2449,1622.42371727
2451,2028.72867292
2458,12656.7858683
2462,9240.68614379
2463,3196.08166201
2467,2356.68684041
2471,5234.01758865
2475,4144.04343023
2478,1804.11555836
2483,2909.32044171
2485,1332.69233361
2487,1332.69233361
2494,1332.69233361
2497,2651.51092593
2499,1816.06172144
2503,2028.72867292
2513,2943.21299213
2515,1999.70234043
2522,2028.72867292
2523,2172.25966887
2528,3057.38978408
2532,6630.59347594
2536,1332.69233361
2538,2325.32621508
2539,1332.69233361
2540,4516.97384393
2545,4770.9190106
2548,1622.42371727
2549,1622.42371727
2553,2681.23729508
2563,1816.06172144
2566,1844.69461477
2574,2028.72867292
2575,3467.98109687
2584,2356.68684041
2588,4486.35018597
2589,1622.42371727
2592,1622.42371727
2596,1332.69233361
2598,1622.42371727
2602,1332.69233361
2603,2331.17445055
2607,2314.52166863
2609,2028.72867292
2611,5674.97977186
2627,1622.42371727
2628,2028.72867292
2630,2909.32044171
2633,2356.68684041
2636,8485.25945946
2640,1816.06172144
2641,2028.72867292
2657,5780.55662623
2659,1332.69233361
2662,1622.42371727
2663,1622.42371727
2667,2331.17445055
2670,1332.69233361
2682,3057.38978408
2694,2892.43665988
2699,8954.42603448
2700,3814.55422886
2703,5853.19273713
2708,2325.32621508
2714,1834.19890873
2725,1622.42371727
2726,1332.69233361
2727,1622.42371727
2732,1332.69233361
2733,6187.7892219
2736,5562.57190367
2745,2909.32044171
2760,1332.69233361
2764,1622.42371727
2765,7540.31837386
2766,1332.69233361
2775,2314.52166863
2783,1689.70082927
2784,2028.72867292
2786,2352.98568421
2801,1332.69233361
2803,2028.72867292
2813,5562.57190367
2815,6043.92536023
2816,2918.41630733
2818,2651.51092593
2819,4486.35018597
2822,1332.69233361
2825,2314.52166863
2826,2314.52166863
2830,1797.91123994
2834,2028.72867292
2835,6987.36558442
2856,2028.72867292
2873,7813.45825513
2886,4748.80205674
2892,2314.52166863
2896,1804.11555836
2897,2028.72867292
2899,2112.70816758
2901,1622.42371727
2909,5780.55662623
2914,3947.52944444
2915,1654.388
2916,2892.43665988
2919,1332.69233361
2926,4127.20236486
2927,2028.72867292
2933,2331.17445055
2934,3928.93095821
2941,1622.42371727
2942,1332.69233361
2946,2892.43665988
2949,3388.09123675
2952,3196.08166201
2957,12656.7858683
2962,2356.68684041
2963,1622.42371727
2965,2028.72867292
2966,6630.59347594
2971,3534.81970998
2975,1332.69233361
2979,1332.69233361
2985,9240.68614379
2995,2881.78764151
2996,1622.42371727
3001,6456.47966071
3007,2314.52166863
3008,1332.69233361
3014,3606.99388923
3017,10337.4685
3021,1622.42371727
3025,2325.32621508
3026,1844.69461477
3034,3928.93095821
3035,2215.45634921
3044,2314.52166863
3046,2681.23729508
3047,5780.55662623
3057,3763.25788321
3059,4445.39140449
3063,4154.65397849
3065,2028.72867292
3067,4486.35018597
3069,2028.72867292
3076,4556.42194373
3086,1332.69233361
3088,1844.69461477
3090,1816.06172144
3096,2600.67722857
3100,1622.42371727
3102,2681.23729508
3103,2943.21299213
3107,2028.72867292
3118,2892.43665988
3120,3534.81970998
3123,1844.69461477
3128,1332.69233361
3132,2028.72867292
3140,1622.42371727
3152,3552.78948983
3165,4516.97384393
3183,1689.70082927
3190,1332.69233361
3197,2356.68684041
3201,2013.62613317
3203,1622.42371727
3214,2314.52166863
3219,2918.41630733
3220,2013.62613317
3221,2892.43665988
3229,1816.06172144
3234,1332.69233361
3235,3196.08166201
3240,1622.42371727
3241,1622.42371727
3249,2356.68684041
3254,1622.42371727
3264,3635.5390604
3266,2909.32044171
3270,1622.42371727
3282,1622.42371727
3285,1622.42371727
3289,1332.69233361
3291,1332.69233361
3295,2314.52166863
3299,1332.69233361
3302,1797.91123994
3303,6315.2636214
3308,3588.61827899
3309,3789.66272727
3324,1332.69233361
3327,4516.97384393
3330,4390.1876694
3335,1332.69233361
3339,2028.72867292
3340,2325.32621508
3343,1748.38664804
3350,2920.68983806
3353,2028.72867292
3356,9240.68614379
3361,3552.78948983
3368,1332.69233361
3376,1622.42371727
3381,1622.42371727
3383,2681.23729508
3397,4390.1876694
3403,2605.59523636
3405,1622.42371727
3410,2112.70816758
3412,2892.43665988
3416,4390.1876694
3417,2013.62613317
3423,3196.08166201
3427,5377.73403315
3435,4390.1876694
3439,2028.72867292
3441,3149.14737805
3450,1689.70082927
3453,2314.52166863
3454,2112.70816758
3458,12162.9999265
3459,2028.72867292
3467,3552.78948983
3469,3947.52944444
3477,1332.69233361
3478,7540.31837386
3482,1622.42371727
3484,6315.2636214
3506,2352.98568421
3515,5780.55662623
3522,4486.35018597
3523,2028.72867292
3526,1332.69233361
3532,1332.69233361
3534,2028.72867292
3537,1844.69461477
3539,1332.69233361
3542,4345.66758974
3545,1804.11555836
3552,1622.42371727
3554,1622.42371727
3573,2028.72867292
3576,1859.74343564
3577,3552.78948983
3580,1332.69233361
3583,1622.42371727
3584,2028.72867292
3609,1332.69233361
3613,4445.39140449
3623,1859.74343564
3624,3942.824
3638,7535.90637782
3642,3149.14737805
3643,2314.52166863
3647,2314.52166863
3653,2406.13234848
3654,3552.78948983
3656,2028.72867292
3658,1332.69233361
3659,3467.98109687
3663,8692.06756871
3664,4345.66758974
3666,2013.62613317
3681,1332.69233361
3689,2314.52166863
3694,7540.31837386
3695,1622.42371727
3699,2356.68684041
3701,2028.72867292
3704,4486.35018597
3721,2028.72867292
3726,5485.48877005
3727,1332.69233361
3729,2605.59523636
3731,5635.81513369
3738,2578.21291866
3740,2028.72867292
3744,1834.19890873
3757,1804.11555836
3758,1622.42371727
3778,2028.72867292
3781,4144.04343023
3790,5780.55662623
3796,1332.69233361
3798,8954.42603448
3804,1332.69233361
3813,1332.69233361
3814,1332.69233361
3815,3606.99388923
3818,2028.72867292
3823,2028.72867292
3826,4486.35018597
3831,2013.62613317
3834,2356.68684041
3835,2356.68684041
3849,3057.38978408
3850,3606.99388923
3855,1622.42371727
3864,2356.68684041
3867,1748.38664804
3871,1332.69233361
3879,2028.72867292
3880,2028.72867292
3882,2824.39514778
3884,8692.06756871
3893,3388.09123675
3895,1622.42371727
3901,2892.43665988
3903,1622.42371727
3913,1332.69233361
3921,1834.19890873
3929,1622.42371727
3947,1622.42371727
3962,2605.59523636
3963,1332.69233361
3966,1844.69461477
3975,1804.11555836
3976,5780.55662623
3977,2909.32044171
3978,2013.62613317
3979,1622.42371727
3983,2028.72867292
3985,2013.62613317
3989,7813.45825513
3992,2028.72867292
3995,2028.72867292
4008,2013.62613317
4013,2013.62613317
4029,2909.32044171
4035,4516.97384393
4040,2028.72867292
4048,1332.69233361
4060,2314.52166863
4066,1332.69233361
4075,1332.69233361
4079,2314.52166863
4083,1804.11555836
4091,2651.51092593
4092,6729.36241706
4093,2237.99612805
4098,2892.43665988
4108,1332.69233361
4109,1332.69233361
4110,5780.55662623
4116,2909.32044171
4129,2356.68684041
4130,3588.61827899
4140,2943.21299213
4146,1804.11555836
4150,4390.1876694
4151,7535.90637782
4153,2028.72867292
4169,7535.90637782
4170,1622.42371727
4179,2605.59523636
4183,4390.1876694
4188,2892.43665988
4190,2314.52166863
4193,2331.17445055
4201,7540.31837386
4205,2028.72867292
4210,3534.81970998
4226,3534.81970998
4229,2356.68684041
4241,3631.31886667
4242,1332.69233361
4257,5089.14156177
4258,1332.69233361
4260,2356.68684041
4263,2909.32044171
4267,1332.69233361
4273,1804.11555836
4274,2314.52166863
4277,1622.42371727
4281,1804.11555836
4283,4390.1876694
4293,2314.52166863
4294,1804.11555836
4305,3534.81970998
4307,2892.43665988
4318,2620.73391304
4325,2215.45634921
4327,6043.92536023
4332,2356.68684041
4335,4445.39140449
4336,5377.73403315
4337,1332.69233361
4339,4770.9190106
4343,1816.06172144
4346,1332.69233361
4348,1622.42371727
4350,5089.14156177
4358,3606.99388923
4359,2028.72867292
4363,2095.80228571
4366,5089.14156177
4374,1332.69233361
4375,2028.72867292
4377,2314.52166863
4393,3928.93095821
4395,2028.72867292
4400,1332.69233361
4402,6187.7892219
4404,6729.36241706
4415,2112.70816758
4418,2892.43665988
4422,1622.42371727
4430,1622.42371727
4432,3048.43696429
4433,1622.42371727
4435,4623.76275
4438,1622.42371727
4444,2028.72867292
4447,2314.52166863
4451,5674.97977186
4452,1622.42371727
4457,1332.69233361
4459,3534.81970998
4469,1332.69233361
4471,7540.31837386
4486,1332.69233361
4488,1622.42371727
4510,1332.69233361
4515,1332.69233361
4527,7540.31837386
4530,1622.42371727
4534,1622.42371727
4535,3552.78948983
4536,2013.62613317
4548,3552.78948983
4549,1622.42371727
4551,6729.36241706
4556,3125.24705882
4559,1332.69233361
4564,2028.72867292
4570,3552.78948983
4575,5780.55662623
4584,3196.08166201
4585,2824.39514778
4591,2314.52166863
4592,2013.62613317
4593,2314.52166863
4594,2028.72867292
4598,2028.72867292
4607,3552.78948983
4608,1622.42371727
4620,2028.72867292
4621,3588.61827899
4625,5454.4121286
4635,1622.42371727
4638,4390.1876694
4652,2605.59523636
4657,2204.28808824
4658,1622.42371727
4666,5562.57190367
4672,2028.72867292
4676,2215.45634921
4680,1804.11555836
4681,6315.2636214
4683,3534.81970998
4684,2028.72867292
4689,2908.09009569
4690,2909.32044171
4692,2600.67722857
4697,2028.72867292
4700,2013.62613317
4705,14641.9886992
4721,2314.52166863
4726,2028.72867292
4729,2314.52166863
4731,3928.93095821
4736,2892.43665988
4739,1332.69233361
4740,1622.42371727
4753,1622.42371727
4754,3022.95393333
4755,2651.51092593
4756,1844.69461477
4759,2028.72867292
4764,1804.11555836
4771,2883.3827027
4772,3149.14737805
4776,1332.69233361
4780,3057.38978408
4784,1622.42371727
4786,2013.62613317
4787,3606.99388923
4789,1622.42371727
4794,1622.42371727
4800,4486.35018597
4807,2892.43665988
4813,7680.85638462
4818,2352.98568421
4823,12162.9999265
4824,1816.06172144
4829,2028.72867292
4830,1622.42371727
4835,2331.17445055
4844,2237.99612805
4845,3606.99388923
4846,3057.38978408
4847,1332.69233361
4854,2013.62613317
4857,2908.09009569
4861,1332.69233361
4863,1622.42371727
4866,2918.41630733
4869,3588.61827899
4871,2013.62613317
4872,2028.72867292
4875,2681.23729508
4877,7813.45825513
4878,1804.11555836
4885,2314.52166863
4886,1844.69461477
4888,5635.81513369
4890,1797.91123994
4896,2028.72867292
4899,3011.59670213
4913,1332.69233361
4916,2356.68684041
4920,5385.25989637
4925,2620.73391304
4934,2215.45634921
4941,4445.39140449
4946,1332.69233361
4954,1797.91123994
4956,1859.74343564
4958,3534.81970998
4965,1622.42371727
4966,1622.42371727
4970,3552.78948983
4977,2028.72867292
4980,2314.52166863
4984,2028.72867292
4995,1622.42371727
4997,2883.3827027
4999,1834.19890873
5005,3534.81970998
5011,1859.74343564
5015,2605.59523636
5016,2356.68684041
5019,1622.42371727
5024,2028.72867292
5030,2129.2463964
5031,3057.38978408
5034,2909.32044171
5047,12162.9999265
5048,2681.23729508
5052,2028.72867292
5061,2605.59523636
5062,39502.24
5067,5385.25989637
5068,3467.98109687
5077,1332.69233361
5079,1748.38664804
5090,4486.35018597
5094,2028.72867292
5103,2028.72867292
5104,1622.42371727
5106,1654.388
5107,1816.06172144
5110,2013.62613317
5114,2013.62613317
5116,6456.47966071
5121,7540.31837386
5122,2013.62613317
5124,1622.42371727
5132,3761.55239316
5133,1622.42371727
5138,2681.23729508
5143,2314.52166863
5153,1622.42371727
5154,2028.72867292
5155,2028.72867292
5160,1332.69233361
5169,2892.43665988
5172,3534.81970998
5173,2881.78764151
5179,1622.42371727
5182,2028.72867292
5187,1332.69233361
5192,4445.39140449
5211,2028.72867292
5213,3467.98109687
5219,1622.42371727
5225,2112.70816758
5226,2028.72867292
5227,4748.80205674
5228,1622.42371727
5239,2028.72867292
5241,2028.72867292
5244,2605.59523636
5248,3928.93095821
5260,2314.52166863
5266,1332.69233361
5273,1622.42371727
5280,7813.45825513
5298,3467.98109687
5300,1622.42371727
5306,2892.43665988
5307,1622.42371727
5311,5674.97977186
5316,1622.42371727
5323,1332.69233361
5332,2237.99612805
5336,2013.62613317
5338,2028.72867292
5342,2892.43665988
5347,2212.840859
5355,5485.48877005
5357,2112.70816758
5362,1622.42371727
5363,1332.69233361
5364,1332.69233361
5366,2883.3827027
5374,5676.05757835
5375,1622.42371727
5379,2824.39514778
5380,2325.32621508
5383,1859.74343564
5385,1332.69233361
5390,2892.43665988
5393,4390.1876694
5398,2028.72867292
5411,2356.68684041
5414,1332.69233361
5429,1622.42371727
5432,10337.4685
5436,1332.69233361
5437,4445.39140449
5439,1622.42371727
5440,4967.79992248
5449,2605.59523636
5458,1622.42371727
5460,1332.69233361
5462,2314.52166863
5463,2892.43665988
5465,1804.11555836
5467,2325.32621508
5475,3588.61827899
5483,2028.72867292
5485,1844.69461477
5489,2620.73391304
5493,3057.38978408
5497,1332.69233361
5501,2028.72867292
5506,1332.69233361
5507,1622.42371727
5510,3534.81970998
5524,5635.81513369
5531,1332.69233361
5542,2681.23729508
5543,1748.38664804
5544,3057.38978408
5552,3048.43696429
5560,2212.840859
5563,3552.78948983
5573,2028.72867292
5579,1332.69233361
5584,2028.72867292
5585,27603.7033333
5594,2028.72867292
5595,3149.14737805
5597,2112.70816758
5598,1622.42371727
5604,2212.840859
5606,1332.69233361
5610,1332.69233361
5615,5982.10849582
5631,1332.69233361
5637,1859.74343564
5646,1859.74343564
5656,3552.78948983
5658,8485.25945946
5666,2028.72867292
5668,2314.52166863
5673,1332.69233361
5680,1673.35066667
5691,3761.55239316
5692,6729.36241706
5693,1859.74343564
5697,2314.52166863
5698,1859.74343564
5700,1816.06172144
5704,1332.69233361
5705,3196.08166201
5707,1332.69233361
5710,1332.69233361
5716,1622.42371727
5720,2237.99612805
5722,3534.81970998
5727,1622.42371727
5733,1804.11555836
5737,3022.95393333
5742,4445.39140449
5747,1622.42371727
5760,3149.14737805
5774,2028.72867292
5788,4748.80205674
5796,2028.72867292
5797,1804.11555836
5800,2918.41630733
5812,3048.43696429
5814,1844.69461477
5818,1332.69233361
5819,4445.39140449
5823,4516.97384393
5826,2918.41630733
5830,1622.42371727
5831,2112.70816758
5846,4486.35018597
5864,2356.68684041
5869,1332.69233361
5870,4516.97384393
5879,2212.840859
5883,9664.1190184
5886,2314.52166863
5889,5780.55662623
5904,3057.38978408
5905,1332.69233361
5910,2237.99612805
5911,2314.52166863
5914,1622.42371727
5915,2028.72867292
5920,1332.69233361
5925,2314.52166863
5926,1332.69233361
5934,3552.78948983
5939,3606.99388923
5941,1332.69233361
5943,1332.69233361
5949,3552.78948983
5961,2028.72867292
5965,7540.31837386
5966,4432.44504902
5969,1332.69233361
5970,2892.43665988
5978,3534.81970998
5979,4486.35018597
5983,2028.72867292
5985,5780.55662623
5989,1332.69233361
5997,1622.42371727
6004,1804.11555836
6010,3606.99388923
6013,1622.42371727
6019,1622.42371727
6020,2028.72867292
6032,1332.69233361
6036,5797.76858639
6037,6187.7892219
6039,1332.69233361
6050,2892.43665988
6051,1804.11555836
6053,4390.1876694
6057,2028.72867292
6059,1622.42371727
6067,2881.78764151
6068,2028.72867292
6075,1804.11555836
6078,1332.69233361
6079,3552.78948983
6080,3552.78948983
6082,4445.39140449
6084,2013.62613317
6091,6630.59347594
6092,2314.52166863
6093,5089.14156177
6096,1622.42371727
6102,1834.19890873
6105,2356.68684041
6116,1332.69233361
6122,1332.69233361
6126,1332.69233361
6131,1332.69233361
6140,4345.66758974
6141,1332.69233361
6146,1622.42371727
6147,2909.32044171
6157,3467.98109687
6162,1622.42371727
6163,2651.51092593
6165,2651.51092593
6170,11862.3528571
6208,2028.72867292
6216,3928.93095821
6218,1622.42371727
6223,2681.23729508
6224,2605.59523636
6227,4127.20236486
6240,12030.7001935
6241,2028.72867292
6246,2028.72867292
6248,4390.1876694
6249,1834.19890873
6255,1804.11555836
6261,2028.72867292
6262,9508.71086207
6269,2013.62613317
6271,2028.72867292
6278,2215.45634921
6284,2028.72867292
6285,1332.69233361
6287,1622.42371727
6288,2909.32044171
6291,2028.72867292
6296,1332.69233361
6297,3552.78948983
6304,2215.45634921
6309,2356.68684041
6310,1622.42371727
6311,4445.39140449
6316,1622.42371727
6319,1622.42371727
6332,7540.31837386
6335,3928.93095821
6336,2028.72867292
6341,2314.52166863
6359,2112.70816758
6369,2892.43665988
6375,1622.42371727
6378,4154.65397849
6380,3149.14737805
6385,15822.5833166
6387,8692.06756871
6391,2325.32621508
6392,1622.42371727
6393,2013.62613317
6400,1332.69233361
6411,2892.43665988
6415,3552.78948983
6416,3048.43696429
6419,6630.59347594
6421,2325.32621508
6432,1622.42371727
6438,2681.23729508
6444,1332.69233361
6445,1673.35066667
6446,1622.42371727
6448,5562.57190367
6452,1816.06172144
6459,2918.41630733
6470,4390.1876694
6475,1332.69233361
6484,2406.13234848
6492,2681.23729508
6502,2314.52166863
6505,1332.69233361
6506,2605.59523636
6513,1332.69233361
6514,2399.48606061
6524,4556.42194373
6525,1332.69233361
6528,2028.72867292
6529,5676.05757835
6531,2028.72867292
6538,1859.74343564
6541,4486.35018597
6546,2314.52166863
6553,2013.62613317
6563,1332.69233361
6567,2028.72867292
6586,6729.36241706
6588,3552.78948983
6589,6043.92536023
6591,2314.52166863
6596,1332.69233361
6607,2028.72867292
6613,12656.7858683
6615,2943.21299213
6625,1622.42371727
6629,4967.79992248
6630,2314.52166863
6632,1332.69233361
6640,1332.69233361
6645,3635.5390604
6648,2909.32044171
6656,1332.69233361
6658,2314.52166863
6661,1816.06172144
6663,2013.62613317
6665,3149.14737805
6673,2112.70816758
6676,1804.11555836
6681,1332.69233361
6683,2215.45634921
6684,1332.69233361
6695,1859.74343564
6697,2892.43665988
6700,2578.21291866
6702,1622.42371727
6703,2028.72867292
6704,2651.51092593
6712,3929.92137255
6716,3057.38978408
6723,1332.69233361
